-3.65917e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-1.27952e-14,2.94682e-14,-2.31832e-14,9.48624e-15,-1.53369e-15,-8.52341e-16,1.47129e-16
1.53163e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-1.27952e-14,2.94682e-14,-2.31832e-14,9.48624e-15,-1.53369e-15,-7.75388e-16
-5.01117e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-1.27952e-14,2.94682e-14,-2.31832e-14,9.48624e-15,-1.93924e-15
1.05554e-11,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-1.27952e-14,2.94682e-14,-2.31832e-14,8.47195e-15
2.60019e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-1.27952e-14,2.94682e-14,-1.87521e-14
-2.02219e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-1.27952e-14,1.96602e-14
5.94145e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.46335e-14,-2.51228e-15
-7.74954e-13,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.70242e-13,3.33195e-14
9.219e-13,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.92311e-13,-1.52815e-13
-9.27843e-13,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-1.14353e-12,4.12384e-13
4.12384e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,1.40719e-12,-9.27843e-13
-1.52815e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-1.25714e-12,9.219e-13
3.33195e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,6.34678e-12,-7.74954e-13
-2.51228e-15,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.33294e-11,5.94145e-12
1.96602e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,3.65785e-11,-2.02219e-11
-1.87521e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,-3.04441e-12,2.60019e-11
8.47195e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.56325e-11,1.05554e-11
-1.93924e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,4.15264e-11,-5.01117e-11
-7.75388e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-4.46026e-11,1.53163e-11
1.47129e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.75102e-10,-3.65917e-11
5.7856e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-2.14945e-10,2.55964e-10
-2.43054e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.07957e-09,-8.10681e-11
6.00677e-17,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.94405e-09,-1.12197e-09
-8.82416e-17,1.06221e-16,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,-9.23015e-10,2.35722e-09
5.57653e-17,-1.17409e-16,1.06221e-16,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.99471e-09,3.09888e-10
-1.72843e-17,6.48055e-17,-1.17409e-16,1.06221e-16,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-7.54124e-09,-5.83263e-09
4.16975e-18,-1.94652e-17,6.48055e-17,-1.17409e-16,1.06221e-16,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.92081e-08,-1.05919e-08
-2.22029e-18,5.33104e-18,-1.94652e-17,6.48055e-17,-1.17409e-16,1.06221e-16,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157,4.36682e-08
1.81107e-18,-3.16754e-18,5.33104e-18,-1.94652e-17,6.48055e-17,-1.17409e-16,1.06221e-16,-2.74471e-16,7.05685e-16,-1.55477e-16,-8.52341e-16,-1.53369e-15,9.48624e-15,-2.31832e-14,2.94682e-14,-1.27952e-14,3.46335e-14,-1.70242e-13,4.92311e-13,-1.14353e-12,1.40719e-12,-1.25714e-12,6.34678e-12,-2.33294e-11,3.65785e-11,-3.04441e-12,-5.56325e-11,4.15264e-11,-4.46026e-11,2.75102e-10,-2.14945e-10,-1.07957e-09,2.94405e-09,-9.23015e-10,-5.99471e-09,-7.54124e-09,4.92081e-08,-0.610157,1.48571,-0.610157
-8.40121e-19,1.81107e-18,-2.22029e-18,4.16975e-18,-1.72843e-17,5.57653e-17,-8.82416e-17,6.00677e-17,-2.43054e-16,5.7856e-16,1.47129e-16,-7.75388e-16,-1.93924e-15,8.47195e-15,-1.87521e-14,1.96602e-14,-2.51228e-15,3.33195e-14,-1.52815e-13,4.12384e-13,-9.27843e-13,9.219e-13,-7.74954e-13,5.94145e-12,-2.02219e-11,2.60019e-11,1.05554e-11,-5.01117e-11,1.53163e-11,-3.65917e-11,2.55964e-10,-8.10681e-11,-1.12197e-09,2.35722e-09,3.09888e-10,-5.83263e-09,-1.05919e-08,4.36682e-08,-0.610157,1.16658
